-125.099374359,40.4262825037,-5
-125.084164888,40.4644755412,-5
-125.06893698,40.5026657518,-5
-125.053690137,40.5408407277,-5
-125.038425213,40.5790252603,-5
-125.035133539,40.6031806285,-5
-125.031839419,40.6273481312,-5
-125.028541952,40.6515029692,-5
-125.025241582,40.6756575418,-5
-125.027449976,40.6981205247,-5
-125.029642671,40.7205713835,-5
-125.03183639,40.743022176,-5
-125.03404788,40.7654849598,-5
-125.04677166,40.809690053,-5
-125.059527017,40.8538936822,-5
-125.072297707,40.8980961825,-5
-125.085067441,40.9422978945,-5
-125.08616846,41.0007689316,-5
-125.087268861,41.0592519043,-5
-125.088368192,41.1177344132,-5
-125.089466,41.1762040592,-5
-125.081528412,41.2454597039,-5
-125.073586687,41.3147255723,-5
-125.065623873,41.3839896074,-5
-125.057622957,41.4532397459,-5
-125.048724418,41.5100616216,-5
-125.039807428,41.5668818058,-5
-125.030871914,41.623700294,-5
-125.021934331,41.6805167497,-5
-125.020207889,41.7414174132,-5
-125.018491819,41.8023294504,-5
-125.016752559,41.8632411254,-5
-125.015006192,41.924139709,-5
-125.023486018,41.9708781145,-5
-125.031976331,42.0176159604,-5
-125.040476731,42.0643408466,-5
-125.048988142,42.111077564,-5
-125.06814744,42.1723012959,-5
-125.087357296,42.2335220667,-5
-125.106601236,42.294740188,-5
-125.125862722,42.3559559804,-5
-125.148803381,42.4359390668,-5
-125.17181446,42.5159303572,-5
-125.194878667,42.5959053607,-5
-125.217980017,42.6758767871,-5
-125.238298307,42.7564376879,-5
-125.258664113,42.8369954572,-5
-125.279077743,42.9175500639,-5
-125.29953951,42.9981014765,-5
-125.314667656,43.0772893151,-5
-125.329829842,43.1564752181,-5
-125.345026294,43.2356591683,-5
-125.360257236,43.3148411485,-5
-125.370898385,43.3915166132,-5
-125.38156178,43.4681908544,-5
-125.392247567,43.5448638637,-5
-125.402955895,43.6215356325,-5
-125.413515321,43.7184317857,-5
-125.424101536,43.8153263248,-5
-125.43471529,43.9122316336,-5
-125.445355784,44.0091229122,-5
-125.458428031,44.1803433441,-5
-125.471535842,44.3515474031,-5
-125.484697783,44.5227470763,-5
-125.497932112,44.6939419529,-5
-125.518772432,44.9028007708,-5
-125.539749584,45.1116641383,-5
-125.560847662,45.320513757,-5
-125.582051612,45.5293561209,-5
-125.599361457,45.639317851,-5
-125.616730492,45.749276375,-5
-125.634159273,45.8592316621,-5
-125.651648361,45.9691836811,-5
-125.684289855,46.1097532457,-5
-125.717084296,46.2503133767,-5
-125.750033471,46.3908639355,-5
-125.78313919,46.5314047819,-5
-125.827176011,46.6642807032,-5
-125.87141792,46.797134181,-5
-125.915849366,46.9299716035,-5
-125.96050902,47.062798069,-5
-126.004843061,47.1707384007,-5
-126.049369209,47.2786680241,-5
-126.094052308,47.3865814443,-5
-126.138911697,47.494471827,-5
-126.196123982,47.5962137975,-5
-126.253553724,47.6979283114,-5
-126.311202663,47.7996150625,-5
-126.369072553,47.9012737425,-5
-126.422987864,47.9712471758,-5
-126.477047349,48.0411960329,-5
-126.531251765,48.1111201272,-5
-126.585611129,48.1810190049,-5
-126.678098535,48.2778564296,-5
-126.770943606,48.3746267015,-5
-126.864129796,48.4713234214,-5
-126.957668355,48.5679393584,-5
-127.098813259,48.7074105436,-5
-127.240746466,48.8467089166,-5
-127.383466326,48.9858322142,-5
-127.526971156,49.124778195,-5
-127.632413818,49.239558303,-5
-127.738345735,49.3542467859,-5
-127.84477051,49.4688362842,-5
-127.951691721,49.5833194312,-5
-128.012421094,49.6571961512,-5
-128.073334587,49.7310399634,-5
-128.134433233,49.8048506188,-5
-128.195718069,49.8786278671,-5
-127.534602135,50.201990451,-20
-127.493383469,50.1520174807,-20
-127.452259461,50.1020232213,-20
-127.411211077,50.0520146093,-20
-127.370247614,50.0019913836,-20
-127.342460377,49.9726567011,-20
-127.281446341,49.9080907954,-20
-127.220594946,49.8434990599,-20
-127.192989094,49.8141348434,-20
-127.159836541,49.781955158,-20
-127.087055812,49.7111403441,-20
-127.014486177,49.6402864577,-20
-126.981569108,49.6080624618,-20
-126.927244078,49.566067197,-20
-126.873012035,49.5240467997,-20
-126.81887273,49.4820013826,-20
-126.764825912,49.4399310584,-20
-126.704257552,49.3991932362,-20
-126.643780268,49.3584307372,-20
-126.583402886,49.3176372285,-20
-126.523134232,49.276806396,-20
-126.386916109,49.1999139559,-20
-126.251120887,49.1228585321,-20
-126.115738022,49.0456478452,-20
-125.980775754,48.9682891384,-20
-125.949000988,48.946483164,-20
-125.917253896,48.9246687364,-20
-125.885534445,48.9028458758,-20
-125.853842288,48.8810084098,-20
-125.792173182,48.8315267832,-20
-125.730643725,48.7820132074,-20
-125.669234763,48.732468265,-20
